customer_id,activity_id,activity_name,category,sub_category,stage,result,reason_code,details
C005,MAT_T3_002,Maturity_T3_Options_Snapshot,Maturity,T-3 Months,CAP,EXCLUDED,FAIL_PERSONA_CAP,Cap reached from SAFARI limit 28
C005,POL_BON_001,Bonus_Declaration_Explainer,Policy Journey,Bonus Declaration,ELIGIBILITY,EXCLUDED,FAIL_LIFESTAGE,Life stage not eligible
C005,POL_BON_002,Bonus_Appreciation_Call,Policy Journey,Bonus Declaration,ELIGIBILITY,EXCLUDED,FAIL_LIFESTAGE,Life stage not eligible
C005,POL_CLM_001,Claims_Guidance_Checklist,Policy Journey,Claims and Assistance,SCHEDULE,INCLUDED,PASS_SCHEDULE,weeks=2024-W08; reasons=PASS_CAP|PASS_ELIGIBILITY|PASS_MODIFIER|PASS_SCHEDULE; cap_source=SAFARI
C005,POL_CLM_002,Claim_Status_Update,Policy Journey,Claims and Assistance,SCHEDULE,INCLUDED,PASS_SCHEDULE,"weeks=2024-W09,2024-W18; reasons=PASS_CAP|PASS_ELIGIBILITY|PASS_MODIFIER|PASS_SCHEDULE; cap_source=SAFARI"
C005,POL_REN_001,Renewal_M2_Snapshot,Policy Journey,Renewals,SCHEDULE,INCLUDED,PASS_SCHEDULE,"weeks=2024-W17,2024-W26; reasons=PASS_CAP|PASS_ELIGIBILITY|PASS_MODIFIER|PASS_SCHEDULE; cap_source=SAFARI"
C005,POL_REN_002,Renewal_M1_Reminder,Policy Journey,Renewals,SCHEDULE,EXCLUDED,FAIL_GAP_SAME_THEME,blocking_activity_id=POL_REN_001; blocking_category=Policy Journey; blocking_week_idx=16; required_gap_weeks=2; actual_gap_weeks=1
C005,POL_SVC_001,Service_Checkin_Call,Policy Journey,Servicing Touchpoints,SCHEDULE,EXCLUDED,FAIL_GAP_SAME_THEME,blocking_activity_id=POL_SVC_002; blocking_category=Policy Journey; blocking_week_idx=0; required_gap_weeks=13; actual_gap_weeks=1
C005,POL_SVC_002,Quick_Service_Survey,Policy Journey,Servicing Touchpoints,SCHEDULE,INCLUDED,PASS_SCHEDULE,"weeks=2024-W01,2024-W10,2024-W19; reasons=PASS_CAP|PASS_ELIGIBILITY|PASS_MODIFIER|PASS_SCHEDULE; cap_source=SAFARI"
C005,POL_UPD_001,Plan_at_a_Glance,Policy Journey,Policy Updates,CAP,EXCLUDED,FAIL_CATEGORY_CAP,Category cap reached
C005,POL_UPD_002,ULIP_Fund_Snapshot,Policy Journey,Policy Updates,CAP,EXCLUDED,FAIL_CATEGORY_CAP,Category cap reached
C005,TRU_AWD_001,Awards_and_Recognition_Update,Trust & Touchpoints,Recognition & Awards,ELIGIBILITY,EXCLUDED,FAIL_SAFARI,Safari persona not eligible
C005,TRU_BTS_001,Humans_of_Edelweiss,Trust & Touchpoints,Behind-the-Scenes Stories,ELIGIBILITY,EXCLUDED,FAIL_SAFARI,Safari persona not eligible
C005,TRU_BTS_002,CSR_Impact_Reel,Trust & Touchpoints,Behind-the-Scenes Stories,ELIGIBILITY,EXCLUDED,FAIL_SAFARI,Safari persona not eligible
C005,TRU_TRN_001,Trust_in_Numbers_Digest,Trust & Touchpoints,Transparency Updates,SCHEDULE,INCLUDED,PASS_SCHEDULE,"weeks=2024-W05,2024-W15,2024-W24; reasons=PASS_CAP|PASS_ELIGIBILITY|PASS_MODIFIER|PASS_SCHEDULE; cap_source=SAFARI"
C005,TRU_TRN_002,Where_Your_Premium_Goes,Trust & Touchpoints,Transparency Updates,SCHEDULE,INCLUDED,PASS_SCHEDULE,"weeks=2024-W07,2024-W16,2024-W25; reasons=PASS_CAP|PASS_ELIGIBILITY|PASS_MODIFIER|PASS_SCHEDULE; cap_source=SAFARI"
